,text,emotion
497,pacar selesai hubung keluarga benar sedih sakit hati temu alas hidup hidup segala muncul kali pikir jadi,3
498,lintas hutan lilongwe dengar rabun hyena jalan hutan,1
499,kali pacar cowok orang tertawa kami,5
500,kaya tante kim gojek hm deh anter kampus sm tante ki,4
501,kelompok pemuda jerit mabuk tangkap trem,1
502,kecil tarung adik perempuan pukul tabrak angin dari benar buruk itu,5
503,bangun malam mimpi buruk sendiri tenang gelap,1
504,malam rumah semua anggota keluarga kumpul itu ketuk pintu penuh semangat,1
505,sekolah gerebek murid sekolah tengah anak laki pukul kami,1
506,join agen pulsa daftar gratis,0
507,trik bang maaf mikir bonus ama jarak biar semangat begitu yaa smoga jg,3
508,taruh percaya beli kami dar ganti rugi,2
509,jalan jalan utama auckland jam malam harap aktif orang geng mobil cepat dll pikir tenang tindas jalan mil beli minum jalan,1
510,masuk tabung kereta bayar tiket,1
511,jemput gojek gopay potong mohon info terima kasih,3
512,kemarin sih dapet sampe order manggarai pulo gadung sudah versi,0
513,order gojek driver gojek hubung telepon sms cancel,2
514,celaka wanita lindas tinggal tempat,1
515,malu temu curi panggang jagung jagung proyek coba tani,5
516,gojek,2
517,babang gojek bayar,3
518,sampean jugak naek gojek sender enyak becul,0
519,asuransi gojek kayak cuman ampe jt rugi,5
520,reply nya quiz marah komplain direspon drivergojekpro,4
521,nunggu abang gojek hehe,4
522,daftar cicil motorola c plus gojek,0
523,pagi bikin kesal kang gojek hadehhhhhhh,2
524,wkwkwk drpd ngojek mahal ngangkot panas would still choose gojek,0
525,mimpi buruk mimpi isap darah coba kucur tubuh saya mana lem isap sekali panik,4
526,takut tidur mimpi sekarat serang serang jantung takut bangun putus asa takut mati takut,1
527,kayuh sungai badai takut tenggelam,1
528,pie susu dhian kirim dgn gojek bekas harga murah invite pin c,0
529,ajar judo instruktur bantu ajar perempuan judo guru pinggir kota mula sabuk hijau hormat tentang prinsip saya biar dengar beri malu pegang prinsip turun kaki belum,5
530,gojekindonesia invoice nomor driver daritadi nomor resi gojek,3
531,jelas topup gojek app salah bikin bingung saja menu bayar gojek situ,2
532,nomor resi ubah ubah sore dibatalin lagi guna pakai gojek kl tanggal nympe,2
533,tinggal rumah putus pergi selamat tinggal adik laki saya adik kata mau selamat tinggal saya usia tahun,5
534,kencan anak laki sekarang lalu,0
535,ceu mas gojek nelfon terusss pas dah sampek kampus mas gojek satu,0
536,oo ya bang tukang nan dpn sd sudah,5
537,halo saya driver gojek tetapi akun tersuspend hari kata selesai order se,3
538,temu pacar - hitung,0
539,otak pesan sehat tagih uang gojek tos bapak,0
540,umur kejar orang gejolak suara,1
541,bantu pak gojek abang isi gopay pak tidak yah isi pak abang kasih bonus deh,5
542,pulang bawa duit bang,0
543,yha tidak setor urus lantjar wkwkwkwkwkwk,3
544,iya eh mesen gojek manggarai tuh susah nyari drivernya,2
545,pikir mati jalan malam hari,1
546,bunuh anak tangga liar apa,2
547,salah teman nasihat pacar pukul pukul sakit,4
548,gojek udhan,0
549,makam kakek - kakek-nenek besar orangtua tunggal kerja,3
550,kirim buku teman saya buku hilang,2
551,tentang orang tua tinggal malam harus,5
552,takut pergi sekolah nilai derita,1
553,hasil uji sertifikat keluar pergi sekolah takut capai lantai hasil lantai lima sulit jalan mati,1
554,reuni keluarga bicara pakai anting,5
555,sungguh gojek macem hadiah tuhan orang mager macem xd ngantri ambil barang beli tggl diem rm aje lol,0
556,kucing sakit bawa dokter hewan jatuh - orang laku,3
557,mau yaa bubar,0
558,milik asa orang tua rusak hubung anak laki buruk tanggung jawab,3
559,tenggelam kolam renang kota pergi pisah,1
560,demonstrasi panjat pintu utama bus tutup bus henti sama takut polisi saya,1
561,lucu anjir sumpah mpus nya ngerti gonceng begitu luk bang gojek nya wkwkkwkwkwkw kalau,4
562,personal tampil aplikasi gojek,3
563,wkwkwk drpd ngojek mahal ngangkot panas would still choose gojek,0
564,temu temu sadar duduk belah orang anggap rendah diskriminatif,4
565,kejangakau gojek kalong pak,0
566,tolong bantu buka akun gojek blokir terima kasih,3
567,admin pindah ojol belah bulan gabisa daftar paket telepon di,5
568,gelap karakter kerja arah saya,1
569,cek resi ya sis kirim senin plus babang gojek selasa,0
570,tinggal rumah putus pergi selamat tinggal adik laki saya adik kata mau selamat tinggal saya usia tahun,5
571,kali panggung pidato,5
572,ajar uji saya temu rumit jijik,4
573,pukul saudara laki pacar saya,1
574,saudara lelaki ayah alkohol pria hak istimewa guna positif,5
575,sedih sadar orang pasti teman itu kami pikir kami,3
576,detail pribadi aspek negatif karakter orang lain,5
577,saudara laki kendara brisbane jalan potong mobil - kemudi baik setir jalan jam,1
578,teman hadiah natal mahal beri hadiah murah,5
579,dengein lagu debu nya banda neira tetiba inget gojek tai,4
580,siswa tuduh curi buku teks temu bentuk muat nama buku jelas jatuh telinga tuli,4
581,gosend grabsend mahal gojek grabbike,2
582,larut malam sekitar malam beri tumpang coba serang lari diri ikut waktu,1
583,anying takutin main hape gojek hape licin brokk langsung pasangin iring,1
584,mending hazard langsung cabut madrid gausah pamit siapa langsung sen gojek sekarang set freeeee,2
585,orang kotor bau baring,4
586,lelah pulang mandi santa ayah mandi selesai jam air panas sisa saya,2
587,bengkulu jauh nggak gojek magelang,3
588,genjot gojek online manja drivernya bayar dgn uang ya bayar sprt,5
589,situasi - milik mobil curi,2
590,sen gojek mbak,4
591,kakak boleh aja kencan kang gojek gatau mana isi air galon deket,3
592,hal buruk teman,5
593,rumah pria paksa pintu kunci paksa coba buka jendela,1
594,semenjak ubah tampil gojek tampil baru aplikasi seringkali error ditelp order goje,2
595,kadang sengaja orang mudah baca sikap negatif,5
596,hal masuk akal hal salah penuh telinga gelembung kepala perangkap bangkai jantung ledak lengan roboh dunia,2
597,sih gojek pribadi,2
598,pegang driver gojek,0
599,atm gojek,0
600,bawa hadiah ayah temu orang andal takut ayah hadiah marah saya,1
601,harga gojek gocar naik dah angkot dkk gojekindonesia,3
602,anjing biar rengek toko,4
603,emosi kuat pun,5
604,gojek nggak sengaja cancle maaf pakk,3
605,ibu tinggal sakit mati duga percaya benar,3
606,buruk uji semester,4
607,wanita tinggal peduli bersih pergi libur saya hidup kolektif,2
608,gojek konvoi pks gerindra,2
609,teman hadiah natal mahal beri hadiah murah,5
610,gagal uji m s c,5
611,wanita ambil hidung ludah belah,4
612,teman makan siang lucu salah tertawa ludah makan wajah gadis,4
613,takut teman masuk pangkal militer tinggal los angeles musim panas ini takut tangkap,1
614,pesta ulang ayah bawa nampan teh minum lain,5
615,yaudah otw masjid pesenij gojek yaa,3
616,ganti nama aplikasi gojek driver chat manggil ibu,5
617,jalan filipina musim panas inap hotel kamar tinggal hening lampu redup malam takut bangun - dengar suara berani buka mata - tunggu fajar,1
618,batal deh nanti suruh ganti gojek,3
619,app hari macem gojek begitu kastemer driver milik seriusly r,2
620,barusan stasiun mas gojek pulang kerja--cuma beda blok pakai atribut motor motor laki,0
621,sebentar nunggu gojek,3
622,cabut gigi sedih sakit,1
623,bnr bang ni istrht bang ngilu sedang,3
624,korban lari gadis istri keponakan orang sama marah diberitahu bayar uang hukum itu,2
625,laku salah mata ajar semester lalu takut gagal hasil kelas bagus lulus nyaman itu,1
626,natal pergi belanja saudara teman senang jalan pulang alami celaka cuaca buruk,1
627,semalem lupa bilang abang gojek turun alfamart ngambil duit rogoh jaket celana a,5
628,serang seksual malam orang asing,1
629,bnr bang ni istrht bang ngilu sedang,3
630,suami protes home screennya aneka aplikasi jadi,2
631,cabut gigi sedih sakit,1
632,serang seksual malam orang asing,1
633,gojek po tur sensasi ada ra sido,3
634,menyantumkan nomer telepon mana zegera masuk jawa post driver gojek bajing hamil,5
635,tinggal rumah teman cuci muka ering handuk handuk lama bau senang,4
636,lantas respon gojek nya pak penasaran tanggung jaw,2
637,takut muncul bentuk cemburu takut teman perempuan jatuh cinta pria lain takut hilang,1
638,seprai ada orang tua saya rusak teman kamar,2
639,diskotek lelaki kotor tekan pantat,4
640,ku semenjak gojek mahal ku langgan sm dia pinda,3
641,salah buka apps nike running buka gojek ya,3
642,harga gojek gocar naik dah angkot dkk gojekindonesia,3
643,pria kaya ekspresi jijik candu alkohol,4
644,jijik posisi daya hilang tunang saya,4
645,konco gendeng iku wkwkwk ya marah dong kasih uang gojek beneran sebe,1
646,mobil beku mula,3
647,pergi temu doa malam sayang mobil rusak saudari jalan ndirande chirimba malam rumah jam pagi takut rampok dardness,1
648,jalan jalan jalan belanja,1
649,dear cust slow respon yaa anak suami sakit kompak bundane kudu strong aktivitas brg smntr pakai gojek yaa thnx youuu,3
650,la gojek dah chat nya ye wkwkwk,0
651,kenal sapa bicara tahu dia,5
652,aelah ngapain sih tampil gojek gin ngerusak mata mending kemarin,2
653,perk sukma gojek username panggil mba inisiatif ngechat saya cowo ya pak,3
654,allah bilang kamu bingung istighfar cara gojek kampus pas bayar dompet ke,0
655,ya motor sendiri lokasi atm nya luar kompleks mending gojek,0
656,kendara sepeda motor desa orang tatap spesimen langka,5
657,share location nnt abang gojek nyamperin,1
658,get repost abang gojek mampir tetep check order yaa men,0
659,jauuuh kang gojek mo nerima,3
660,laku kece ponsel registrasi uang k,2
661,ketemu orang hebat ini kasih insight konsep digital ekonomi sperti gojek tokped,0
662,oh mu chelsea main liga gojek kaya,5
663,inti sih sama kalau akun lu mana lu ngebid tetep lu dapet order apa jenis wlwpn sisa,3
664,don sumpah ya tensi naik puncak tempo akun gojek suspend rating uber,2
665,bangun malam mimpi buruk sendiri tenang gelap,1
666,pakai helm jaket gojek bohong,2
667,ada gede kek istana halaman rumah nya kek lapang golf mobil nya banyak jarak gerba,5
668,tinggal pantai pekan teman adik antar pulang kasar buru gabung teman malu keluarga libat baik ramah pada,4
669,wkwkw abis rep nya bilang wah dapat gojek segitu dapat,5
670,tulis salah kerabat saya surat betapa kesal kakek-nenek dengar saya,5
671,beberapa jam ngedate,0
672,rekor banget dateng jam gojek pick jam set sampe jam set sekal,3
673,kuesioner buruk ini,2
674,dekat uji buku curi panik pikir timbang kuota ekonomi menang bantu uji dekat takut aneh cengkeram saya,1
675,bangun malam mimpi mimpi buruk mimpi terima bangun tuju tentu,1
676,bijak ini banget gua entrance mrt gojek numpuk ah kem,3
677,siswa kanada bual betapa kaya kanada,4
678,adegan film sirat buat incest lucu,4
679,iya lah ngebandingin zaman gojek gede bonus zaman kecil,4
680,indonesia rendah pengaruh gojek,3
681,hhh tuh mo pulang cepet jajan burger laper batal mesti go,2
682,gojek motor tinggal,5
683,kelompok pemuda jerit mabuk tangkap trem,1
684,makan malam restoran elegan milik uang bayar tagih orang canggung,5
685,kadang babang gojek standby swamik curhat anak kota,0
686,pidato peristiwa sejarah tonton orang usia tahu,1
687,oo ya bang tukang nan dpn sd sudah,5
688,temu teman bulan,5
689,tegur langgar sepele anggota kelompok baya sekolah,5
690,hahaha kadang seru ngobrol kaleh serasa gojek ne gayeng mb,0
691,jm butuh banget chat cs tutup sol,3
692,jam duga temu tangan,1
693,mas hyunwoo kerja gaboleh gojek mbak cuman sampe rumah bang ayola,3
694,yaiya makanyaa wkwkwk sender rada jg barang mahal kirim pk gojek,3
695,wkwk nular kelas ya yaampun ngerti gofood uninstall gojek hehe,3
696,iklan gojek bule sarkas ya cewe jepang kecil suka dinaikkin perempuan disamain motor iya saya,3
697,pergi restoran pacar makan malam pasang pria pasang negro sopan santun makan,4
698,atas salah lalai orang lain padahal tugas saya,2
699,kang ojol mari order stok batas ya,2
700,kali sejarah gojek fake order order sekaligus barang bom dipickup bilang sel,2
701,serang seksual malam orang asing,1
702,diskotek lelaki kotor tekan pantat,4
703,voucher gojek dah masuk ui,5
704,lelucon nikah teman pribadi,5
705,kantor grab pasteur gateway bukan gojek bkr ya pindah mn,2
706,baik tengkyuu,0
707,restoran nal anak lelaki suara keras tertawa ulang sama dengar jalan operasi otak rumit,5
708,angkot gojek grab dll driver suka nanyain gin tidak jemput pacar mbak engga kenapa yagap,3
709,driver gojek promo jauh liat yah hehe,3
710,alamat email cs gojek yah gojekindonesia,3
711,gadis kenal batal lempar janin tujuh lubang manusia,4
712,musim semi es cair colek es cabang coba pecah cabang lewat jatuh udara tutup kepala,1
713,hati ya modus tipu mengatasnamakan gojekindonesia temen kena dapet sms gojek,1
714,kasus kaya gojek cs vs bluebird bluebird perkasa lawan operator taksi lain pas ngelawan teknologi mendem,4
715,dianterin suami sen grab stasiun bang gojek kok nggak dianterin sekali,0
716,contoh kmrn gojek abang bingung kanan ngelawan arah kiri muter jauh,2
717,temu teman keluarga gelap usaha - bensin usaha sedia makan klaim perabot barang pecah belah,4
718,malam jam sellernya driver gojek sangat kalian,2
719,tukar titik pandang saudara perempuan keluarga,2
720,suami habis malam rumah daerah pinggir kota kenal dengar suara aneh rumah rumah milik dinding kaca takut,1
721,temu sengaja paman pergi kanada bibi tidur pria muda atur,4
722,yaudah otw masjid pesenij gojek yaa,3
723,malu henti didik delapan bulan,5
724,teman diskotek orang kenal baik hibur orang lain biar teman duduk sendiri minta datang,5
725,make sense bikin something jek nyaingin gojek,4
726,mau yaa bubar,0
727,kerja keliling jalan santai target tambah driv gojek neng ngejalaninya alha,0
728,otak pesan sehat tagih uang gojek tos bapak,0
729,nunggu pinggir jalan gojek saja fiuh,2
730,dengar mahasiswa pascasarjana bicara gadis unsiutable obat,4
731,gadis jurus p a kritik kata saya benci kursus itu pamer orang lain,4
732,parfum mas gojek tapiiii,1
733,yakali gojek nganter,3
734,voucher gopay juta rupiah kah malam nelpon aku gojek kasih vouch,5
735,gojek kak kerja temenku bilang makanya nikah biar jemput like ridiculous,4
736,pulang malem gin motor simpen pasmod gojek,3
737,tangkap laku orang tangkap suap janji lapor saya takut,1
738,jatinangor haram hukum gojek sel,3
739,jijik ketika makan anak buang air sisi meja,4
740,orang kek dibaikin random loh nyerang nya apa o,2
741,hal buruk teman,5
742,pacar latih tinggal malam pekan itu sibuk hal jarang temu lain,2
743,temu temu sadar duduk belah orang anggap rendah diskriminatif,4
744,saudara rusak lp milik saya,2
745,driver gojek bodoh asli buta gps bagaimana nelpon sms,3
746,ckck kah makcik peta butuh peta peta lag,4
747,pacar tinggal pergi pria lain salah,2
748,kisruh ektp pun lu milik kartu kredit datalu udara harga rebu lu l,3
749,coba cari naspad via gojek provide service,0
750,milik asa orang tua rusak hubung anak laki buruk tanggung jawab,3
751,trik bang maaf mikir bonus ama jarak biar semangat begitu yaa smoga jg,3
752,oy lu mana ini otw buru tusuk cilok bawel si bubuk pop es bentar gojek nya bom jemput lu,2
753,ruang makan universitas sendiri meja belah profesor salah gabung mereka tolak sikeras tatap pindah meja mereka,5
754,tarif gofood harga makan nya fix gapake gojek,2
755,lelah pulang mandi santa ayah mandi selesai jam air panas sisa saya,2
756,hadu gojek nasi goreng banget,3
757,bodoh biar eksperimen anda,1
758,pas renti lampu merah bapa gojek naroh sikut dengkul saya gugup gaes,5
759,temu sengaja paman pergi kanada bibi tidur pria muda atur,4
760,takut pergi ruang uji uji m sc ajar batas kursus ragu tanya,1
761,tim sepak bola real madrid kalah lawan inter piala u e f a,2
762,tangkap laku orang tangkap suap janji lapor saya takut,1
763,gojek lamaaaaa laper,3
764,tunggu taksi - jam orang pisah tantang tarung alas kecuali mabuk,1
765,tentang orang tua tinggal malam harus,5
766,kabar babang gojek album,0
767,hai gojek teman daftar akun gojek email pribadi tolong bantu hapus akun,1
768,iya ya pak hah oooh hahahaha iya begitu hehehee iya pak reaksi gojek ngajak ngobrol tidak,0
769,sekolah kiri baik baru ini esok hari cuaca buruk teman kelas mati lampu meja takut,1
770,ayah telepon pulang libur milik rawat kebun binatang saya,2
771,tampil publik tonton besar,1
772,tolong admin tindak lanjut gojek telepon blg nya provider sibuk kecewa abang,2
773,akibat toko tolak pesan kirim area gojek,3
774,hasil dipickup sm driver gojek pas kepu bilang abc cust dikontek jg nomor aktif,5
775,orangers nanti siar langsung gojek traveloka liga indonesia musim eksklusif orange tv tayang cha,0
776,dear cust slow respon yaa anak suami sakit kompak bundane kudu strong aktivitas brg smntr pakai gojek yaa thnx youuu,3
777,gambar penggal film horor,4
778,kack gojek akun dah bisa,3
779,temu goda,4
780,libur hadir temu pusat titip anak demikian kembali panggil apa laku ini yang bahas temu marah,2
781,kak telpon orang gojek promo tuker point dapet cashback jt rupiah benar,5
782,admin barusan telepon scam aku gojek angka digit langsu,2
783,driver gojek sekarang hp tinggal helm balikin gilaaa,5
784,terima surat pacar tunang pria lain,5
785,lintas hina pria lintas jalan saya pasang dengan malu hati sikap konyol,5
786,habis php abang gojek ya kesel woy,2
787,gojek sbux mari dibanyakin rela main cakra,3
788,ganti pakai bayi kali,4
789,dandy ringgo mending mobil xenia pakai motor triumph me mo triumph ujan jg neduh ba,3
790,buang ingus meper abang gojek,4
791,curhat gojek,0
792,gojek lantai bursa efek indonesia bei aksi korporasi tawar saham perdana,0
793,abang gojek kae untuk,0
794,kayuh sungai badai takut tenggelam,1
795,tanda klinik pakai gojek ini,2
796,gagal uji standar malu temu orang tua nanti,5
797,tuan tanah pasang uang sewa diam langsing,2
798,jaman tongsamcong nyari kitab barat pakai gps bawa sun go kong ama kwn,5
799,gojel siapa plagiat gojek ya begitu,2
800,tinggal rumah teman cuci muka ering handuk handuk lama bau senang,4
801,tuju sekali sempet orang order gojek kereta imo customer s,0
802,kah bw gojek repot naik cewek hee,2
803,baca buku siksa buku gambar siksa laku,4
804,barusan gojek tau abang kompleks kantor saya beta kejut,5
805,iseng screenshot point gojek saldo sama sen gojek,5
806,temu jalan gedung kuliah malam hari,1
807,gojek tim ini stasiun tangerang full gps fake member,2
808,nekat kampus pakai gojek kendara servis pulang niat mo pakai trans biar hemat hujan lebat,3
809,bang hujan bang,0
810,jalan negeri wanita anggota kelompok candu alkohol manja hari libur tingkah laku paranoia,4
811,reply nya quiz marah komplain direspon drivergojekpro,4
812,milik situasi tanggung karyawan milik biasa lambat lambat janji menit jam kemudian minum,2
813,ready isi mini rb isi mini rb delivery via gosend gojek siantar,0
814,takut mata anjing infeksi banyak main rumput ekor rubah ekor kelopak mata bawa dokter hewan takut buta rubah ekor,1
815,tonton adegan film bertoluchi twentieth century,4
816,jual beli tampung tt service mod atomizer baru second gojek via fjbkaskusid,5
817,barusan kudu install ulang apps gojek engko tolong kirim paket god right uninstall it ap,2
818,hampir celaka mobil kemudi cepat jalan tutup es,1
819,ajar uji saya temu rumit jijik,4
820,nelayan olahraga hantam camar ikan kait mereka salah marah,2
821,mobil beku mula,3
822,nekat kampus pakai gojek kendara servis pulang niat mo pakai trans biar hemat hujan lebat,3
823,abang bilang neng peluk anggep abang pacar eneng sambil narik tangan,0
824,bingung bang knapa ya akun fiktif slalu ngejar saya cinte ya ada sana di,4
825,tuh banget catcall karena pulang sekolah kan terus goj,2
826,baca eksekusi bantai perang dunia ii jijik laku,4
827,minum minum ringan kesan tel potong kaca pergi rumah sakit distrik rawat sana,1
828,gambar kamp musnah nazi program t v,4
829,saya kali gagal uji junior formulir,4
830,pimpin kelas pilih kuliah bahasa inggris anda,2
831,wanita ambil hidung ludah belah,4
832,guru curiga curi uang,5
833,standar bicara bahasa inggris hari bicara keluarga saya salah sepupu koreksi saya percaya bahasa inggris benar malu itu,5
834,ribut mobil ngalahin turun nyetop gojek biar bingung dalem mobil,0
835,gojek ni matre kali memori hp dah jarang pakai diupdate mulu sedih tu twitter dah tahun update,3
836,saudara perempuan sakit parah rawat rumah sakit,1
837,drama teman rahasia sekolah tengah hadiah anak laki konyol ini,5
838,aktivkan promonya jumat jam s di via email mehappyid gmail com wa fb minum drink,0
839,rimbawan kphp benakat provinsi sumsel mah gin orang jalan becek gojek masuk hutan un,2
840,tinggal orang cinta alas,2
841,habis kena hack tipu akun gojek admin kronologi sms gojek pin rahasia abis telepon nome,2
842,jual oli shell he harga rp dapat produk shopee,0
843,salma rumah nathan turun gojek tumpang serah lembar uang,0
844,rimbawan kphp benakat provinsi sumsel mah gin orang jalan becek gojek masuk hutan un,2
845,hhh tuh mo pulang cepet jajan burger laper batal mesti go,2
846,natal pergi belanja saudara teman senang jalan pulang alami celaka cuaca buruk,1
847,kali bawa ruang seksi temu mayat manusia mati,1
848,kakak main barang rahasia ambil tas tangan saya,2
849,baru gadis muda jilat pria - uang benda malu wanita,5
850,gojek jual,0
851,pas ngisi token pakai eror mulu berak lucu gelap gelap kos nyala untung b,2
852,kilas info mincel alm sopiih rekan rekan jawat driver online gojek ruang jenazah rs,3
853,tolak abai orang cinta harga,3
854,orang pada mantan pacar main dengan,2
855,paman kali tahun makan malam natal tradisional kakek-nenek kerabat mabuk,4
856,pecah telur salah cangkir kecil gumpal putih tebal dalam coba keluar lempar bak cuci,4
857,gojek nih receipt mesti ina inulahh,3
858,sakit,1
859,totoooottt bubar bubar,3
860,barusan ksh gojek langgan bilang jmpt stadebar pak,0
861,lintas hutan lilongwe dengar rabun hyena jalan hutan,1
862,barusan liat nenenin bayi motor jalan baju dinaikin sampe atas hadeh pada,4
863,go-spy mas baca drama ojol ibux order gojek cari suami nya selingkuh tidak indo uk,2
864,temu sengaja paman pergi kanada bibi tidur pria muda atur,4
865,dapet telepon pt gojek indo gojekindonesia menang jt dimasukin go pay salah saya,0
866,wanita tua gelincir bantu,2
867,lu salah buka gojek gaksih ini woy kezel,2
868,check fast guyssss buka aplikasi go food mu via gojek,5
869,ini ganggu orang bicara saya suka orang laku wajah bicara saya,2
870,pakai jasa gojek driver chat nya warna biru,5
871,gojek wajib bikin lapor uang akses publik lama,0
872,malu gagal penuh janji nikah putri pria tentu,5
873,oke fain pensiun gojek,0
874,mes gojek,0
875,berita gojek pecat blablabla kesini jetot sebenernya mitra pegawai,2
876,sih tilang gojek gocar grab pakai,2
877,nipu pakai kuno ngaku gojek ai milik kode verikasi masuk akun coba lain,2
878,teman nal pria sofia gay temu hari,4
879,bangsal pasien derita paraplegia syphilitic alami luka tekan luka bau sengat orang tempat,4
880,barusan kudu install ulang apps gojek engko tolong kirim paket god right uninstall it ap,2
881,fakta gojek dukung perilaku curang dukung gps fake member,0
882,selamat ulang,0
883,layan nga keruan kl order brg toped pakai gosend,0
884,selamat malam maaf cs via email boleh email gojek pe,0
885,hwakmureo puisi mending kasih lagu surat mending kasih kode promo gojek coke,4
886,ketemu orang hebat ini kasih insight konsep digital ekonomi sperti gojek tokped,0
887,tesis master saya takut capai subjek sulit,1
888,rumah suami komentar laku sahabat buat adil suami benar malu saya,5
889,umur enam tahun ekor kucing macan tutul pasuk kamar malam hari,1
890,tinggal pantai pekan teman adik antar pulang kasar buru gabung teman malu keluarga libat baik ramah pada,4
891,ayah marah pria hadap teman saya,5
892,pikir mati - mati sendiri mati orang tua saya saudara laki perempuan,1
893,gagal uji m s c,5
894,inter rail naples sendiri malam restoran hotel lacur dekat jual sendiri tolak jalan ikut orang,1
895,panjang niggling teman tema anggap konsekuensi,4
896,ayah diam temu kencan bocah kulit warna panggil nama benar marah,5
897,selam es gua dalam meter jarak pandang nol tingkat oksigen turun ancam selam tali kam,1
898,abang gojek smpai tjuan trn mtr abang gopay sklian ya ada tunggu ya susah s,3
899,pacar milik kontak libur musim panas temu dengan daftar dia kantin minum bilang bantu saya,4
900,wuiih pindah gojek jg,0
901,mending naek gojek unn pagi kreta penuh,2
902,driver gojek laku ini segera lapor,5
903,ajar kemudi jatuh takut,1
904,pagi mau mitra gojek mmberikan undi uang jt rupiah,5
905,emang ganti foto profil grab gojek,3
906,nunggu abang gojek hehe,4
907,meh melu gojek po grab yo bingung,3
908,jaman tongsamcong nyari kitab barat pakai gps bawa sun go kong ama kwn,5
909,dandy ringgo mending mobil xenia pakai motor triumph me mo triumph ujan jg neduh ba,3
910,twitter mana skandal driver gojek cabul tumpang video glitt ya wkwkwkwkwk,0
911,kakak perempuan pilih saudara laki perempuan muda dari sempat saudara laki suka saudari saya tempur skala penuh mulai,4
912,umur bapakbapak gojek sik sampun sepuh tetep gayuh rezeki udan deres banget ngene,3
913,halo saya driver gojek tetapi akun tersuspend hari kata selesai order se,3
914,ah mahal gojek sekarang,3
915,info telepon gojek hubung barusan tipu terima kasih,2
916,teman julur tulang rusuk senang ingat benar sakit saya laku lagi abai ini kali kobar sekian detik ancam pukul insiden baru hilang sabar buruk nanti,2
917,patah lutut main ski yastrebetz trek balap resor musim dingin bulgaria,1
918,jatinangor haram hukum gojek sel,3
919,standar bicara bahasa inggris hari bicara keluarga saya salah sepupu koreksi saya percaya bahasa inggris benar malu itu,5
920,pacar tinggal pergi pria lain salah,2
921,ohh doi supir gojek,5
922,ya sistur sistur mengaplot selcaday jalan gojek,2
923,jemput abg gojek saja,0
924,hati keluarga macem-macem entar kasihan biayain mamang gojek,3
925,sebwah bodoh hqq enter komputer toko mal mangdu pede tj turun gn s,3
926,rumah share nih resign putus kerja freelance goje,0
927,jalan desa malam hari orang sana ekor anjing gonggong ikut saya lari anjing gonggong juga rumah,1
928,edan kang daniel rambah abang gojek,5
929,teman sikap dingin lama,1
930,milik teman saya usaha suka paham sama tolak kritik salah pergi dari mungkin,4
931,edan kang daniel rambah abang gojek,5
932,malu dosen kelas bosan,5
933,abis uji pulang gojek kontras hidup ini,3
934,teman hadiah natal mahal beri hadiah murah,5
935,beli baju maka,5
936,udeh cabs sore bidakara pancoran-st cawang kaya kedepok jaraknye,5
937,kondisi babang gojek rmh bro liat bawa batu segala kursi jg banting begitu rusak rmh nya,5
938,gojek drakula epd,4
939,driver gojek zaman suka ngeselin ya order accept cancel,4
940,tonton film horor,1
941,bohong jahat teman saya jahat dengar riang pesona kesan jual teman saya cela,5
942,hati keluarga macem-macem entar kasihan biayain mamang gojek,3
943,pergi satu perempuan gerbong kereta api malam italia,1
944,suatu rumah lelah temu rumah jawab,2
945,indonesia rendah pengaruh gojek,3
946,standar bicara bahasa inggris hari bicara keluarga saya salah sepupu koreksi saya percaya bahasa inggris benar malu itu,5
947,gagal salah tes keras,5
948,gilaaa yaa dapat gojek,0
949,tonton program hibur sketsa pintar lucu,0
950,diberitahu terima mahasiswa psikologi,0
951,gojek motor tinggal,5
952,teman hubung seks ras beda jalan winnebago usc orang semua teman malu nama rumah asrama saya,4
953,anter pk gojek kali hahaa,0
954,sampean jugak naek gojek sender enyak becul,0
955,selamat malam gojek bantu unt tanggal feb transaksi pagi kfc saya,2
956,tetangga remaja hancur kotak surat kali bulan tindak sengaja anak tinggal rumah saya makan suka putri saya,2
957,ya om gojek liat sore pulang sekolah,5
958,episode takut ajar diri teman kenal bicara sendiri tangan getar merah lidah ikat,1
959,pukul teman kelas sekolah,4
960,gadis sewa kamar rumah tinggal coba tengkar orang sedia jijik,4
961,what s happening hapus aplikasi instagram update aplikasi gojek gara ram hp ku pada sem,3
962,hp gabisa telepon vidcall line wa susah sen gojek,3
963,siang minggu terima telepon pukul jatuh mobil simpang jalan suami pergi temu percaya ayah ibu pergi beli kotak makan siang langsung lari jadi celaka itu,1
964,yaudahh sikk elahh deketinn suruh gojek biar deket,0
965,fitur t v langgar orang daya,4
966,tawain ae nun gpp gua ikhlas wks,3
967,umur kejar orang gejolak suara,1
968,ngrepotin abang gojek order gofood orang mager wakakak,4
969,ah missqueen pakai jet pribadi pakai gojek,2
970,maluin banget gara hujan turun gojek kepleset jatuh stasiun pula hadeeh,3
971,milik referensi cina miskin,5
972,abang bilang neng peluk anggep abang pacar eneng sambil narik tangan,0
973,bnget temen main rtrt jdi driver grab sm gojek jdi kl mesen makan c,3
974,kelah kereta tanah wina pria mabuk hempas pria kursi roda - tonton adegan gerbong lain,4
975,ya sekirane gojek yo sing toto yen de e wabal mbok gojek lonte yo gur kyo angin hla sing mbok gojek,2
976,teman waktu uji,2
977,jam susah dapet gojek hvft,3
978,bedah tikus hidup sekolah,4
979,beli via gojek bisaaaaaaaa,3
