,text,emotion
548,paman amerika milik tumor otak,3
549,klub malam pria dewasa duduk wanita muda pukul,4
550,terima teman negeri lihat tahun,0
551,celaka sepeda motor orang libat kabur jalan pegang lengan saja,1
552,sepakat bagi biaya taksi orang mobil langsung lari tinggal orang tagih,2
553,mati teman dekat,3
554,asa sekarang,4
555,jual mobil bekas,0
556,tabrak mobil saya sebab besar,1
557,sadar teman ajak menandatangani kontrak tentu,2
558,bicara polisi tertib pensiun pahit,3
559,ekspedisi sadistinc mahasiswa amerika serikat,4
560,kelola lari 30 km ski sederhana,0
561,takut kereta kasih,1
562,terima kritik pribadi pagi sekali,2
563,kerja,3
564,film porno cari tinggal,4
565,reuni istri pisah hukum,0
566,rumah bakar selamat anjing itu takut api panik,1
567,keras fisik teman dengar ulang kali coba ingat hasil hasil delapan orang kesal,2
568,ayah sekarat,3
569,aniaya anak,4
570,kait keluarga dekat saya,0
571,pikir tahu mati dll,1
572,lintas relatif marah supir lain langgar marah hasil lintas prioritas misal kanan,2
573,hilang orang binatang dekat ini rasa hilang anjing celaka lintas,3
574,jijik orang tanggung mati orang lain,4
575,kontrak toko ditandatangani,0
576,celaka mobil laju jalan,1
577,pergi sekolah ajar apa biasa,2
578,keringat jalan masalah,3
579,jenis makan tradisional - puding darah,4
580,terima surat bentuk gadis emosional,0
581,tenggelam,1
582,pecat teman,2
583,cinta,3
584,laku,4
585,menang juara ski negara,0
586,takut gelap kecil,1
587,marah tim anak kecil kalah final juara juara county,2
588,mati kakek,3
589,guru nilai rendah ingin harap,4
590,bank izin pinjam uang musim dingin ini hibah habis,0
591,henti polisi spanyol milik rumput tembakau saya,1
592,ayah tuduh adik tabrak mobil salah,2
593,pacar tinggal,3
594,teman jatuh katak leher saya itu,4
595,guru sekolah temu guru-orang tua terima umpan positif kerja orang tua murid,0
596,anak rumah sendiri imajinasi mati ayah saya,1
597,diskus cerai kakak saya dapat kuat,2
598,anak usia puluh makam ayah saya upacara ada gereja mati ayah buyut sedih,3
599,diskus istri kenal berat biasa makan bekas luka sebab hamil,4
600,buah ajar hasil,0
601,saya pikir mati,1
602,konflik murid,2
603,rumah,3
604,sabtu malam bus penuh orang mabuk,4
605,krisis ekonomi uang duga,0
606,gelap sosok nyata bentuk bayang,1
607,ketika laku adil lepas motif buat saya,2
608,tanda usia tua dalam arti negatif kerabat saya,3
609,anak pandang tidak estetis,4
610,pulang uji lewat lari restoran minum bir,0
611,minum teman jam 1 kencan tunang saya ikut ajar bahasa spanyol takut cium bau minum,1
612,tunang orang tua tonton tv kursi tv duduk adik mabuk masuk kasar kejar tunang kursi duduk,2
613,minum gelas bir tunang marah saya,3
614,bar hamburger pria meja dekat batuk ludah piring,4
615,tari restoran minggu lalu,0
616,inter rail naples sendiri malam restoran hotel lacur dekat jual sendiri tolak jalan ikut orang,1
617,gadis tinggal,2
618,jalan pulang inter rail feri stockholm ayah telepon jam 7 paman tinggal temu jalan akhir hari,3
619,reperbahn restoran layan tua tawan emis minum sendiri,4
620,pacar umpan erti hubung dekat,0
621,dokter gigi tunggu gilir datang,1
622,tentara laku adil atas saya tanggung akta salah,2
623,nenek tinggal saya,3
624,tentara kenal cenderung posisi maju penting sendiri,4
625,orang orang bodoh bodoh,0
626,roulette rusia tv jelas film deer hunter,1
627,orang bodoh dorong sibuk kota,2
628,malas orang sedih,3
629,ratus ular putar film,4
630,dekat orang lain,0
631,ketidakpastian mampu uji,1
632,buah hukum adil,2
633,sepi diri musim gugur,3
634,pria kaya jijik candu alkohol,4
635,pergi dokter keluh dokter benar sehat,0
636,ayah rumah harap jam kira,1
637,milik sepakat implisit adik perempuan temu dengan erti situasi muncul,2
638,sadar gadis cinta tinggal saya,3
639,bus duduk samping kolega mabuk sikap sesuai ada,4
640,terima ucap selamat ulang orang suka,0
641,pulang larut malam pesta malam takut coba antisipasi reaksi ayah saya,1
642,saudara laki rusak barang dagang saya,2
643,gadis gemar milik pacar,3
644,dekat semangat orang mabuk kotor bus,4
645,tembak tuju tentu tanding hoki es,0
646,sesat kota new york malam jumat teman saya,1
647,kelah kerabat politik,2
648,mati nenek,3
649,orang eksploitasi ekonomi,4
650,lulus uji duga nikmat hasil lanjut studi gantung itu,0
651,lintas mobil jepit bus trem perhati kemudi selamat akhir,1
652,kecewa marah kualitas program dokumenter tv buruk saya topik program serius timbang,2
653,ayah alami serang jantung rumah saya tinggal mereka pulih pensiun yang sirat lega stres usaha kecil,3
654,tindak keji egois nenek kakak perempuan perilaku sebab pikun kurang paham,4
655,tebing tepi laut hening suara dadak ekor burung angsa teluk,0
656,malam gelap pergi toilet ruang,1
657,sadar kursus bahasa kejar tinggal lain,2
658,sakit nenek moyang saya ubah hubung keluarga sebab oleh,3
659,manja kocok kocok kentang lemari es sih piring nanti,4
660,pulang kerja saya temu surat universitas terima studi saya,0
661,tonton tv film perang rasa takut kuat mati ancam takut hilang orang saya,1
662,marah teman perilaku pengaruh,2
663,panggil jarak orang pikir jadi sedih lalu pikir telepon,3
664,orang tua waris apartemen perilaku aneh,4
665,temu gadis jalan baik saya bulan,0
666,ayah mabuk amuk rumah,1
667,temu rak pukul permadani halaman,2
668,salah kucing tinggal sakit,3
669,jijik lingkung inap mahasiswa saya apa pinggir kota rencana perhati nyaman orang,4
670,swedia teman tinggal apartemen milik finn hari pria apartemen mabuk ganja alkohol pusing jatuh ramal reaksi namun jadi,1
671,milik janji temu pusat kota orang lambat jam,2
672,tentara rumah sakit minggu usaha sersan perintah ambil muat trailer traktor,4
673,pajak kembali,0
674,joging hutan area taman tengah pria sembunyi batang pohon frigthened balik lari hutan,1
675,pulang rumah taksi rekan kerja saya kritik perilaku hadap dasar rumah lari taksi banting pintu,2
676,ada pesta pisah tahun malam jatuh tidur sedih pikir rekan kerja lagi,3
677,pergi kereta api lokal mabuk takut pasuk kereta makan ikan bau busuk,4
678,musim gugur cerah periode hujan panjang,0
679,tahun lalu jalan sekolah jalan hutan temu pamer pamer,1
680,anggap niat buruk hubung sifat senang saya,2
681,orang dapat positif gantung perilaku saya,3
682,pria rapi mabuk usaha dekat saya,4
683,terima universitas,0
684,tonton acara tv fenomena paranormal malam jatuh tidur takut humanoids gerak,1
685,atas salah lalai orang lain padahal tugas saya,2
686,ayah jatuh sakit tinggal,3
687,teman mabuk salah cemooh teman saya,4
688,gembira sukacita temu lagi suami pulang pergi minggu untuk kerja stasiun kereta temu,0
689,rumah dengar suara aneh kamar tidur kami tinggal kantor takut kemudian jelas alami,1
690,kerabat temu suami bicara dengan saudara perempuan saya marah kerabat berani bicara bicara suami saya sama,2
691,mati ayah lain,3
692,teman laki ibu orang janda pindah tinggal kami suka pria itu,4
693,saya saudara perempuan pikir lalu kita milik bahagia,0
694,suami pergi kendara mobil aneh rusak pakat kembali khawatir alami celaka,1
695,guru sekolah salah kelas patuh sekali bicara kerja siang jalan salah marah,2
696,kerabat muda tinggal tinggal bayi bulan,3
697,serial freud tampil tv dalam tampon pasang hidung wanita lupa sana sakit hebat angkat gambar close-up wanita darah hidung mulut,4
698,cabang studi gagal mantan surat uji saya senang milik tanda penuh,0
699,selam es gua dalam 26 meter visibilitas nol tingkat oksigen turun ancam selam tali kam,1
700,ibu tekan mental serius beban bagi,2
701,kakek tinggal pergi kamar mayat jenazah,3
702,sama marah,4
703,pacar kirim surat gambar kilap dalam,0
704,jalan mobil kenal saya,1
705,berita tv dengar nikaragua keluh tingkat ancam perang amerika serikat,2
706,pacar sarung tangan tinggal saya,3
707,tonton film keras,4
