,text,emotion
766,gojek drakula epd,4
767,gojek konvoi pks gerindra,2
768,seekor labalaba,4
769,gojek terminal bungurasih titik temunya halte gudang garam drivernya disuruh,3
770,pesen gojek posisi nya ujan deres bat tuh pick nunggu ka dek,3
771,dibilang kerja gini emang berat diawal bawa sepeda sepe,3
772,sisa kenganuan semalam pulangnya jatuh gojek lekas sembuh ya masku biar jogja,0
773,menonton film dokumenter tv clubbing seal,4
774,kecewa marah kualitas buruk program documentay tv topik program keseriusan pertimbangan,2
775,muda pergi lift tua bermain lift antik orang menemukan memperingatkan ketakutan,1
776,pelayanan costumer service kepastian nya buruk withdraw uang masuk k,4
777,nyambi gojek loo,2
778,ujian bertemu hormati pikir menyenangkan jarang bertemu melupakan,0
779,teknologi gojek bikin males kadang berame beli rokok pakenya gojek cm nganter rokok sebungkus,4
780,panggilan telepon cabul orang nama,1
781,penerimaan driver grab gojek batasan bagus kota ngetem sembarangan menu,2
782,cuman promote bang tertarik cerita fiksi original otak judulnya gojek drakula act,0
783,pahlawan keluarganya driver gojek panutan,3
784,orangorang memiliki sentimen,4
785,nih bikin zonk promo gojek rb st kemana teteh bahagia order st pocin,2
786,malu kali minum orang minuman keluarga mengecewakan orang tua temanteman,5
787,coba peluk mas gojek mas ttnya kerasa,5
788,orang kelaparan ethiopia tv sedih penderitaan,4
789,pacar kehilangan kesabarannya alasan mempertimbangkan menghormati perasaan,4
790,berjalan melewati hutan lebat ular jarak meter,1
791,admin rekpon dipake gojek terima transfer bank cimbniaga,3
792,nek koe yo ra kang mestine dadi mikir sing enteng opo gojek kere wae,2
793,malam natal menyelesaikan ujian takut hasil salah mata kuliah utama memuaskan pikir memiliki peluang gagal mengulangi menyukai subjek hasil buruk kemalasan dipaksa berubah anak umur,1
794,gojek,1
795,tu gojek meter brenti alamat,2
796,malu untung,3
797,pemabuk menerobos masuk kamar temanku berlari menjauh darinya lihat tangan arah,1
798,percaya aing kasi contoh nih kebijakan privasi ojol sesuai topik twit dibahas,4
799,pergi stockholm kalinya meninggalkan jalan stora hissingen jalan salah,1
800,video pangeran merangkak bak mandi,4
801,earlier todayme puji tuhan macetbabang gojek iya alhamdulillah mins laterme puji tuhan nyampebaba,0
802,berdebat teman politik informasi isuisu malu ketidaktahuan politik,5
803,buang ingus meper abang gojek,4
804,perjalanan gojek malam ngusir setan ceritain jablay blok mulutnya bau gegara keban,5
805,membersihkan papan mengering wastafel tinggal asrama siswa,4
806,sayang berpakaian,5
807,pulang rumah liburan tenggelam sungai zambezi,1
808,gila banget deh hujanhujanan abang gojek sumpah,0
809,oh ya berkendara pakai gpsnya smartphone bikin peraturan lucu pakai mobil,2
810,memiliki bendabenda pribadi diatur ulang orang persetujuan mengaturnya sesuai selera mencoba mencari objek susun jam,2
811,gojek tampilannya gengzz,0
812,dipukuli teman sekelas sekolah,4
813,guru kelas baca jawabannya malu kelas,5
814,ya gojek sih,2
815,pemakaman paman salah pengusung akrab etiket bertindak bijaksana ketidaktahuan,5
816,driver gojek bilang kl go send barang dikirimkan mahal mending pilih driver kema,5
817,maqgda salah femur jawabanku otak malu temanteman,5
818,kunjungan rumah sakit c anastesi keguguran diharapkan,1
819,pagi bikin kesal kang gojek hadehhhhhhh,2
820,takut telat gojek,3
821,tawaran belajar universitas ditarik akomodasi hostel unza mendaftar mahasiswa,4
822,prefer gojek pakai gopay gua suka pakai grab sih wkwkw,0
823,parfum mas gojek tapiiii,1
824,mikir begitulalu ketemu gojek papan iklannya berbunyi,5
825,orang duduk halhal,2
826,malam rumah anggota keluarga berkumpul mengetuk pintu penuh semangat,1
827,dikasih duit ongkos gojek ngomong terima kasih dikirim duit bilang ok doang enak ya nder,0
828,earlier todayme puji tuhan macetbabang gojek iya alhamdulillah mins laterme puji tuhan nyampebaba,0
829,bibi marah berguna muak perilaku,2
830,menemukan teman sekamar berbicara halhal pribadi,5
831,merasakannya pengemudi bus meneriakkan katakata senonoh pria alasan,4
832,mendengar singa mengaum kalinya,1
833,driver gojek wajib baca modus penipuan terhadapdriver,3
834,akun lu gacor gofood murni syaratnya siapin mental tahan emosi l,2
835,gua abang gojek mba grab,2
836,barusan liat nenenin bayinya motor jalan bajunya dinaikin sampe hadeh,4
837,malu subjek hadapan pasien,5
838,gojek gocar manado,0
839,ban mobil meledak,1
840,syarat daftar bpjsgojek,0
841,delivery fee gojek ngakal sih pakai gopay fee nya nyampe k mo beli rischoco ya,3
842,bibi marah berguna muak perilaku,2
843,omo mahu masuk gojek,0
844,suka duka driver gojek lupa share subscribe ya guys,3
845,hujan perut makan paket spesial makan malam spesial dianterin mamang gojek,0
846,kantor gojek buka sampe jam,1
847,memenangkan showjumping brookfield show kompetisi kaku pembalap berlaga,0
848,posenya curiga si abang gojek ganteng bottom,5
849,reservasi smswa delivery order gofood app gojek belut belutgoreng belutelek belutjogja,0
850,kali bertemu orang menyukai,4
851,mencoba lulus ujian melakukannya buruk malu,5
852,eleuh eleuh bajunya savenkri banget gojek ikutan foto ya kayanya,0
853,pertemuan menemukan sadar duduk sebelah orang anggap rendah diskriminatif,4
854,pergi kursus balet teman kegelapan sepi anak lakilaki mendekati jam pelajaran selesai memberinya menghindar membawa melarikan,1
855,gratis pulsa driver gojek lakukanini,0
856,mitra gojek gratis masker penutupkepala,0
857,tinggal sebentar marocco ketinggalan kapal feri spanyol mencari akomodasi bertemu pria menawarkan membawa situs berkemah duduk mobilnya takut mendengar orang dirampok marocco,1
858,sistem daring dipercaya atasi pengangguran masal contoh driver gojek mobil motor menyerap ratusan ribu orang,0
859,gojekgrab tembus poin sehari dapet bonus rb uang penumpang,5
860,menemui pacar pergi minumminum bibinya diperkenalkan bibi pergi,5
861,orang milik stock foto kaya sekalinya foto bagusan dikit langsung post instagram ganti dp whatsapp line,0
862,kekasihku menemukanku berjalan bergandengan tangan gadis cintai,5
863,bos gojek pengemudi milik saham perusahaan,0
864,wkwk gua disamaan sm bang gojek,0
865,syarat daftar bpjsgojek,0
866,kali terkena mayat membedah tujuan sekolah kedokteran,1
867,minn gojek cikuya tangerang belom plis buka gojek wilayah cikuya biar mudah,3
868,muda teman mencoba membedah seekor katak bermain rumahnya,4
869,perintah ketik sms top gopay gojek customer via sms banking mandiri yah terima kasih,0
870,voucher gopay juta rupiah kah malam nelpon mengaku gojek kasih vouch,5
871,dohh lupa gua helm gojek,0
872,memiliki beban kerja berat rekan kerja lawan dering teror terusmenerus menghasilkan menelepon,2
873,sukarelawan rumah sakit kemarin halloween berdandan dokter koordinator sukarelawan shift berbahaya lakukan,4
874,,2
875,fasilitas servis atur harganya nya naujubillah pakai gojek stasiun,2
876,benci kemunafikan teman perempuan mencoba mengganggu urusan calon suami bersikap,4
877,orangorang mengesahkan pendapat,2
878,berkenalan orang tua pacarku kalinya berbicara bahasa limburg dialek belanda salah komentar menyukai dialek limburg,5
879,iya emang gojek kapitalis,2
880,meninggal ayahku,3
881,liat beneran gojek lemes banget takut jatoh,1
882,tauga ngantuk kayanya gasadar nyandar punggung gojek deh,5
883,film porno binatang,4
884,pria suka mabuk mencoba menganiaya,4
885,make sense bikin something jek nyaingin gojek,4
886,uninstall ros gojek totalitas pulkam,3
887,ya gojek sih,2
888,orang kelaparan ethiopia tv sedih penderitaan,4
889,hahahaa ah sayang energinya pagi ngomel nikmatin efek lelah hihihii,4
890,penumpang kendaraan tibatiba kendaraan menyusul kendaraan mengubah arah menghalangi jalan menabrak sisi jalan,1
891,percayai penjelasan palsu membenarkan tindakan salah,2
892,merasakan menyalin pekerjaan rumah salah kelas,5
893,diajak tiduran mendadak neng aspal karo gojek,0
894,ular terduga,1
895,membawa belanja berdiri ular,1
896,membeli pekerjaan rumah benarbenar berlaku membaca materi pelajaran,5
897,barusan ksh gojek langgananku bilang jmpt stadebar,0
898,kemarin telepon kasih kode dikirim sms curiga,1
899,berjalan desa malam orang seekor anjing menggonggong mengikuti berlari anjinganjing menggonggong rumah,1
900,mantap menjaga keamanan jalanan mengantar coustumer selamat tujuanbravo gojek ons line,0
901,orangers nantikan siaran langsung gojek traveloka liga indonesia musim eksklusif orange tv tayang cha,0
902,ujan badai gini tuh galau cari makan serem gojek kasian abangnya makan gemeteran,3
903,check fast guyssssbuka aplikasi go food mu via gojek,2
904,bongkar rahasia sistem ratinggojek,0
905,film tv membuatku takut,1
906,penipubilang eug sejuta gojek,2
907,gojek tampilannya gengzz,0
908,motor ngomongsilakan mbak wow berasa taksi kali,0
909,orangers nantikan siaran langsung gojek traveloka liga indonesia musim eksklusif orange tv tayang cha,0
910,bepergian mobil bertemu mobil mendekat menyalip,1
911,diakesasarnya tuh gegara nyamperin abang gojek dimana yo gamau abangny,0
912,cmn jejer kauman gojek wae murah,0
913,bersalah contoh halhal berjalan sesuai harapannya mengancam melakukannya,2
914,nyari abang gojek trotoar trotoar penuh ama metro mini demo parkirterus metromini bua,3
915,polosan nyoba stasiun bekasi dapet bang kranji muter kali c,3
916,gojek harga end trip suka seribu harga pas order,3
917,teknologi gojek bikin males kadang berame beli rokok pakenya gojek cm nganter rokok sebungkus,4
918,video pangeran merangkak bak mandi,4
919,istirahat mending offin bang,2
920,br sj telepon penipuan mengaku gojek pin gopay pls fu gojekindonesia,1
921,bonekanya suruh gojek deh,3
922,hai kak dya unlimited aplikasi facebook path twitter whatsapp line bbm faceb,0
923,mending naek gojek unn pagi kreta penuh,2
924,program perempuan menginap perempuan salah melontarkan komentar buruk menjijikan dibawa pujian pria pria gadis tertarik pria bitchiness komentar catty wanita gagal jijik kejadian mendorong orang,4
925,diberhentikan pekerjaan dituduh mencuri,5
926,joko driyono orang pssi pemilik saham terbesar persija jakarta perbaikan tautan ya,0
927,gojek,0
928,bad day kena tilang kena omel dosen dapet driver gojek ngeselin dapet luka gatau,3
929,iyee nambahnya k mantepb,0
930,okeeey kokas stasiun manggarai bisanya gojek cuman k,3
931,madridlagi persiapan ikuta liga gojek indonesiamakanya liga,3
932,gojek jurusan ya,0
933,come hangout paska kopdar gojek ons bigolive,0
934,dijemput abg gojek,0
935,berteriak tuduhan alasan,4
936,gojek grab berkolaborasi mengantar kerumah kali pesan taksi online,3
937,gocar gojek mahal disuntik dana,5
938,malu tingkah laku orang orangtua tua terluka malu meninggalkan belas kasihan takdir,5
939,pesan gojek dateng nomer platnya beda helmnya merk grab ceritaojol,1
940,demonstrasi memanjat pintu utama bus tertutup bus berhenti takut polisi,1
941,sore pemesanan shopee via gojek livetracking via sms shopee statusnya,0
942,lazada abang gojek salah memilih lawan ditipu,3
943,memutuskan berpisah suami,1
944,anak kosan hujan indomie ya gojek pilih indomie,0
945,saudara ipar pacar menemukan kamar tidur pakaian celana tersebar,5
946,guess woke ons wrong side bed motor dibawa mama telat yaudah gojek rb inih,2
947,genjotan gojek online memanjakan drivernya membayar dgn uang ya bayar sprt,5
948,gua abang gojek mba grab,2
949,enak grab uber gojek aspek ya harga pelayanan driver dll gojek,0
950,kawan gua tuh pt kek bini lakinya selingkuh gpp isinya,3
951,komputer sekolah meninggalkan nama orang memiliki hak senang menemukan nama daftar schhol medis,0
952,ujian memiliki pengalaman pelajari,1
953,turun gojek baca plang info kereta bogor gua lari biar ketinggalan bohong,2
954,orderan sepi driver gojek cobaini,3
955,diberitahu menghadiri operasi teater,1
956,berjalan km melewati ladang memiliki banteng liar mobil rusak,1
957,maret tes menyesuaikan perguruan panas cerah berjalan frat mendengar beach boys surfinusa memiliki perasaan cal memilikinya,0
958,kiro begal,5
959,pria adil pacar,4
960,berdiskusi menyadari meragukan pembenarannya keputusan hidup,2
961,gojek rebu grab cuman rebu lahh dapet voucher promo,2
962,adain pilihan gojek kenyataannya,3
963,dijemput anter kang gojek,4
964,jauuuh kang gojek mo nerima,3
965,kiro begal,5
966,mz gojeknya gojek nawarin isi gopay kali transaksi topup,3
967,modus penipuan gojek driver jadikorban,1
968,gua setuju bang emang orderan goride dianyepin gojek coba merapat mang,0
969,berjalan malam api menggantung udara terbagi segmen lihat menduga penyihir,1
970,tidur cek pintu amp pagar dikunci gembokjendela diselotkompor matiubergrabgo,0
971,nyambi gojek loo,2
972,diberitahu berhadapan orang menyentuh benda milik,5
973,pencuri masuk rumahku malam,1
974,jam membingungkan ditawarin temen apply kerja ditempatnya mikir kirim cv,0
975,jijik mendengar orang diperlakukan manusiawi menyiksa cabai,4
976,malam teman menceritakan kisah menakutkan menganggapnya serius takut,1
977,gojek cuss duh sih lu banget hidup kota keras,3
978,eh pas pulang adek gua tuh nunggu bokap bokap kunjung jam dijemput nya,2
979,gojek cuss duh sih lu banget hidup kota keras,3
980,cacat kain anakanak italia penipu ulung,4
981,gojek kak kerja temenku bilang nikah biar jemput like ridiculous,4
982,ujian sulit berharap mengambilnya nilai menghadirkan senang,0
983,jijik diberitahu melepas kotoran anjing rumah berbau busuk pekerjaan jijik,4
984,aya dipepet gojek,0
985,mengendarai sepeda motor desa orang menatap seolaholah spesimen langka,5
986,woiii bm richeese tuh grab gojek doang gopay adaan,2
987,mengambil darah pasien perkiraan alkohol urin pemeriksaan buruk bermain sihir,1
988,menemukan teman sekamar berbicara halhal pribadi,5
989,berhadapan mamba aneh berhadaphadapan sebongkah dedaunan rumah,1
990,rinciannya kelaparan afrika timur,4
991,kesimpulan diambil populasi driver gojek milik rating excellent k,5
992,ular terduga,1
993,curhat gojek,0
994,eh pas pulang adek gua tuh nunggu bokap bokap kunjung jam dijemput nya,2
995,gua tebang pohon lu sodara,2
996,gojek konvoi pks gerindra,2
997,orang tua terlibat kecelakaan mobil dioperasikan operasi dokter mater hidup mati,1
998,teman berhasil memenangkan simpati orang kali mendengarkan mencoba halhal dengar pendapatnya benarbenar jijik menceritakan,4
999,pulang kantor mas robby gojek terngebut sampe pegangan,2
1000,sms undangan kelanjutan mendaftaran gosend sms nya terha,3
1001,songong motor buk emang situ pakai gojek ato,3
1002,nyampe gerbang refleks salim mas gojek laper,5
1003,sekolah bertindak melawan kehendak kelompok berjanji membalas dendam,1
1004,nenekku meninggal memiliki hubungan mendalam dengannya tinggal bersamanya,3
1005,kaka gojek secakep disamain,4
1006,siang hardrockfm bali kl contact mas nadiem keperluan kerjaan ya,0
1007,kertas kelas kuliah,5
1008,know feel gojek gadget gua,2
1009,pas gojek sepi shaytilpun dmnmba rumahnya jl kenanga cendana kenanga paoh,0
1010,ceraikan rhoma neng rika bang oma,0
1011,belajar kedokteran semester mengembangkan ketakutan ujian takut pemeriksaan anatomi murid diperiksa membedah mendengar menunggu takut giliran,1
1012,ketakutan memenuhi kewajiban tugas kelelahan malam tentara,1
1013,memasak mesin mobil ayah salahnya memperbaiki pengukur suhu rumah benarbenar menjerit kemarahan alami ketidakadilan ditambah deretan berkembang,2
1014,anak jatuh ranjang usia gugup berpikir menyebabkan cacat kepalanya,1
1015,gojek,0
1016,barusan liat nenenin bayinya motor jalan bajunya dinaikin sampe hadeh,4
1017,orang tua terlibat kecelakaan mobil dioperasikan operasi dokter mater hidup mati,1
1018,prefer gojek pakai gopay gua suka pakai grab sih wkwkw,0
1019,buset kurirnya pakai atribut gojek semoga cepat ketemu,5
1020,sistem rating abang gojek mengecewakan ditingkatkan memuaskan album terbaik,2
1021,pulsa gratis drivergojek,0
1022,gojek helmnya kasihin minyak nyongnyong pusing nyiumnya,4
1023,dadahin abang gojek berasa artis dadahin fans wartawans really made day haha cianan,4
1024,tfw gojek grab mahal nya selangit,3
1025,bertahuntahun film psycho hitchcock kalinya film berani tidur tidur,1
1026,takut mata anjing terinfeksi bermainmain rerumputan seekor rubah ekor kelopak matanya membawanya dokter hewan takut buta rubah ekornya,1
1027,nomer telepon pelaku penipuan gojek berkedok hadiah uang tolong dibantu kejadian ccicpolri,1
1028,benarbenar marah makanan dimakan seekor anjing kemarahanku menentang ibuku ceroboh menyimpan makanan tersembunyi,2
1029,menemukan menggoda,4
1030,rinciannya kelaparan afrika timur,4
1031,bingung promo gojek kalopun rush hour surcharge walhasi,5
1032,jalan mata mbrembes denger cerita gojek kangen doa istrinya meninggal sampe ditun,3
1033,kenalan bercerita orang tuanya memperlakukan putraputra adil sukses dorongan menerus termuda didorong ditolak,4
1034,sulit menghubungkannya peristiwa akrab jijik sartre la nauste penyebab digambarkan kebodohan,4
1035,berendam mandi,4
1036,percakapan sopir gojek sg mantan aktivis forkotsg susah gps dimasalahinsaya,2
1037,belajar ujian purapura sakit pergi sekolah berbohong menyadari berbohong pulang kerja menemukan pergi teman,5
1038,pecandu alkohol menggiring bola konter makanan,4
1039,bayangin pulang rapat banggar pesen gojek berdua temen dgn tujuan beda doi dapet nung,4
1040,yaela sgala brg ketuker sm gojek bebelit pdhl tinggal accept balikin dana beres mood pfft,2
1041,dibilang orang arab driver gojek nganu bintang kali,2
1042,hikinghitch pergi pria hanyut orang gila,1
1043,menginjak ular sanca ular sadar tidur pohon baobab,1
1044,diancam teratur gadis punk,1
1045,kang gojek gratis suka sedih liat cowok kek,4
1046,trauma banget varioan jalanan basah walopun posisinya diboncemg babang gojekwkwk,3
1047,trauma banget varioan jalanan basah walopun posisinya diboncemg babang gojekwkwk,3
1048,pemeriksaan lisan sekian ujian belajar milik menebusnya,1
1049,teman menghadiri pertemuan berjanji menjemput muncul marah,2
1050,ketakutan,1
1051,line mmm yah nandan mobilnya mogok gojek ajaaaac jehejehd,0
1052,abis mas nasgor legend pas doi sesebabang gojek nyantai nyamperin,0
1053,teman menghadiri pertemuan berjanji menjemput muncul marah,2
1054,telepon matikan coba telepon berkali diamkan herankan sms nya,4
1055,driver gojek membawa kabur iphone sayahatihati waspadagojek susah,5
1056,kali memikirkan mendaftar kimia organik,1
1057,jam angkotpadat merayapmulai hujanharus nyambung gojek,3
1058,turun gojek baca plang info kereta bogor gua lari biar ketinggalan bohong,2
1059,kertas kelas kuliah,5
1060,gojekgocar milih nunggu drivernya nunggu hobinya nunggu sih nunggu menit berasa sedetik doang,3
1061,tersesat kota new york malam jumat malam teman,1
1062,dokter junior menidurkan,4
1063,kalinya sejarah gojek fake order orderan barang belom dipickup dibilang sel,2
1064,percaya aing kasi contoh nih kebijakan privasi ojol sesuai topik twit dibahas,4
1065,mencuri dompet ibuku,5
1066,ngeri bawak motortukang gojek tangan kiri megang hp tangan kanan megang stir mo,5
1067,pesen gojek gosend dah cancel hayah,3
1068,jijik guru wanita mengomel mengolokolok mengganggu temanteman sekolah kali kelas dengannya,4
1069,ketakutan memenuhi kewajiban tugas kelelahan malam tentara,1
1070,takut mengemudi kursi khusus sepeda motor rekanrekan percaya melampaui batas mengukur lintas korban utama orang duduk pengemudi,1
1071,gede kek istana halaman rumah nya kek lapangan golf mobil nya jarak gerba,5
1072,mengirimkan dm gojek,3
1073,info hapus akun gojek admin,3
1074,bertemu sahabat pelacur,4
1075,kucing muntah seekor cacing hidup dipaksa menghapusnya,4
1076,ketakutan memenuhi kebutuhan kesehatan mengatasi,1
1077,jijik uang makan siang sekolah ayah hukuman memukul adik lakilaki,4
1078,mengajar tibatiba marah anakanak menampar,2
1079,pakai aplikasi gojek pas versi adaptasi plus minusnya plusnya detail,2
1080,halo admin gojek buka lowongan magang anak smk jurusan teknik komputer jaringan,1
1081,berjalan kampus malam seekor tupai melompat,1
1082,driver gojek kena suspend berapalama,5
1083,contoh,2
1084,mencetak gol pertandingan sepakbola,0
1085,berhadapan mamba aneh berhadaphadapan sebongkah dedaunan rumah,1
1086,sepupu menaruh cucian mencuci ide konyol lelucon,4
1087,gojek order driver,0
1088,nenek meninggal,3
1089,pesta ulang teman minum alkohol muntah buruk meninggalkan teman menganiaya,4
1090,gojek cerita kegalauannya pelanggannya anter paket kasih rate,3
1091,perhatian banget cie mamang gojek cie kiw,0
1092,dek diantar siapagojek bangkok cium tanganbayar ongkos anjir salam,0
1093,pagi aplikasi gojek driver errorpembayaran gopay masukpoint,4
1094,sate buntel bakar daging kambing muda porsi isi tusuk gede lagiii ngiler sii yuk buruan orderrr,0
1095,maret jam siang jalan kejayaan rt rw krukut taman sari order via gojekgrab tele,5
1096,gojek galau siang anter paket polri lepas jaket uang cashnya sanasi penerima bayar rb,3
1097,eh taunya dtg cewek tembem ndut sumpah malu ingt moment awkward salting nahan ktawa amp,0
1098,ngeri bawak motortukang gojek tangan kiri megang hp tangan kanan megang stir mo,5
1099,adminnya ayaoshi gojek terusmantap jeketi,0
1100,gojekgrab tembus poin sehari dapet bonus rb uang penumpang,5
1101,bye bye gojek update memory penuh,0
1102,admin masuk akun gojek nomer akun hangus solusinya,3
1103,gojek lebiii mahal setauku mahalnya memanusiawikan pengemudinya,0
1104,uninstall ros gojek totalitas pulkam,3
1105,adain pilihan gojek kenyataannya,3
1106,anjing personalisasi es musim semi,1
1107,malu teman memukuli sekolah dikalahkan,5
1108,jijik teman upaya menyelenggarakan malam berhasil menyalahkan jijik menyalahkan,4
1109,serius pengen perasaannya abang abang gojek helmnya dipentok pentokin helmnya penumpang ngantuk,5
1110,admin rekpon dipake gojek terima transfer bank cimbniaga,3
1111,turunkan harga gojek rush hour,3
1112,stasiun tanah pemabuk berbicara mencari ubah mengumpulkan pria menggeram kotor,4
1113,aplikasi grab ok nonjolin layanan milik layanan lainbandingin goj,3
1114,kali memikirkan mendaftar kimia organik,1
1115,menggantungkan apapun orang,2
1116,terbang athena kopenhagen liburan pesawat terperangkap badai berguncang jatuh,1
1117,mampir kerumahnya korwil gojek berburu duren mantep euy duren nya manis legit ya,0
1118,kesimpulan diambil populasi driver gojek milik rating excellent k,5
1119,mending gojek grab uber mobilmotorsharing yaaaaaaaaa mending motoran dewe,3
1120,kali pertunjukan bernyanyi,2
1121,pergi kepala keraguan pekerjaan peduli meninggalkan berbicara,2
1122,pulang malem gini gmnwah naek pulangserem ih cewek pulang malemkalian teh,3
1123,mampir kerumahnya korwil gojek berburu duren mantep euy duren nya manis legit ya,0
1124,dianiaya orang,2
1125,rumah menemukan pasokan listrik terputus membayar tagihan penuh zesco,2
1126,teknologi gojek bikin males kadang berame beli rokok pakenya gojek cm nganter rokok sebungkus,4
1127,mitra gojek gratis masker penutupkepala,0
1128,mencari siswa pikirkan,1
1129,hasil semester menemukan gagal tujuh subjek,3
1130,pakai tuyul gpsnya nyangkut aplikasi gojek driver kadang stu,4
1131,pulang rumah menemukan saudara perempuan meminjam mobil mengalami kecelakaan mobil bumper hancur,2
1132,pas riri pulang ngampus riri telepon nomor kenal riri heran hp riri kepencet pesen gojek ya u,3
1133,bersalah contoh halhal berjalan sesuai harapannya mengancam melakukannya,2
1134,ngucapin terima kasih hatihati jalan turun gojek nga ngomong youve,0
1135,gojek peduli anak yatim feat tim sedekah barokah via youtube,0
1136,orang milik stock foto kaya sekalinya foto bagusan dikit langsung post instagram ganti dp whatsapp line,3
1137,pemakaman paman salah pengusung akrab etiket bertindak bijaksana ketidaktahuan,5
1138,order gojek stasiun bogor rumah kakak batu tulis kode vo,2
1139,ketemu orang hebat kasih insight konsep digital ekonomi sperti gojek tokped kueren,0
1140,gunain gojek online nder deeh gabisa tolong pacar,4
1141,menerima surat universitas permohonan diterima,0
1142,menghadiri piknik kuliah kesulitan,4
1143,teman mabuk berat salah mengoceh pengaruh alkohol takut,1
1144,pengganguran bertambah banya,3
1145,sejam ah tunggu gojek nie ya rabbi,3
1146,maret jam siang jalan kejayaan rt rw krukut taman sari order via gojekgrab tele,5
1147,gede kek istana halaman rumah nya kek lapangan golf mobil nya jarak gerba,5
1148,jijik bawahan,4
1149,males ya gojek,2
1150,sepupu menaruh cucian mencuci ide konyol lelucon,4
1151,bilang seringtapi dipenuhi,2
1152,modus penipuan gojek driver jadikorban,1
1153,periode sukses puas menemukan tugas keputusan diharapkan,0
1154,pesta anakanak menceritakan kisahkisah memberontak gadisgadis,4
1155,nih bikin zonk promo gojek rb st kemana teteh bahagia order st pocin,2
1156,salah pacar marah teman lakilaki cemburu,2
1157,sejenis cacing hitam diserang semut,4
1158,males ya gojek,2
1159,meat lover langsung tekanan dibonceng abang gojek pala pening,2
1160,cuman melayai pengiriman negri cod gojek serba,0
1161,marah cafeteria juru masak memarahi buruk alasan gadisgadis kesalahan,2
1162,kecelakaan wanita terlindas meninggal,1
1163,mending naek gojek unn pagi kreta penuh,2
1164,musim panas berkemah temanteman merancang menguraikan rencana menakutnakuti menempatkan perkemahan dikelilingi binatang buas salah satunya bumi perkemahan rumah organisasi setan,1
1165,siswa sengaja menaati pemimpin kelas,4
1166,tampang akang gojek,4
1167,asli dah nih nyariin adek gojek pagi tuh emosi dicancel mulu adek manja bergantu,2
1168,ucl liga gojek banget flare tong,4
1169,hasil buruk salah tugas,5
1170,rolet rusia tv film pemburu rusa,1
1171,gojek pelit ya voucher gofood nggak voucher delivery nya nariknapaspanjang,3
1172,sistem rating gojek berlaku iya driver kena dibawah rating putus mitra kasian driver,3
1173,orangers nantikan siaran langsung gojek traveloka liga indonesia musim eksklusif orange tv tayang cha,0
1174,joko driyono orang pssi pemilik saham terbesar persija jakarta perbaikan tautan ya,0
1175,membuatku takut gelap,1
1176,marah ketidakpedulian orangorang kemampuan hadir acara berpihak,2
1177,rumah tibatiba sehat membantu memanggil first aid,1
1178,teman mempertahankan hubungan membutuhkan memutuskannya membutuhkan berperilaku hidup orang egois,4
1179,,2
1180,saudara teman sedih tahuntahun kebebasan kanakkanak kanakkanak,3
1181,hidup gojek gimanaaaaaa,1
1182,bapake pulang diluar hujan gofood kasian gojek pengen pedes masukin seisi kulkas teflon baladoin,0
1183,keren menghargai kinerja keras mitra kerjanya selamat abang driver,0
1184,menghadapi anjing gila,1
1185,berjalan orang takut pencuri orangorang membunuh temanteman malam,1
1186,personalisasi tampilan aplikasi gojek,3
1187,dikasih duit ongkos gojek ngomong terima kasih dikirim duit bilang ok doang enak ya nder,0
1188,suara ala babang gojek,4
1189,tinggal kamar malam membaca cerita horor,1
1190,meja rumah teman prancis menyajikan hidangan kembang kol saus panggang memakannya,4
1191,lib klaim lunasi utang klub peserta liga gojektraveloka warta ekonomi,0
1192,nih gojek map nya ngaco yak peta driver pick lokasinya banget pas telepon orgny,4
1193,nunggu abang gojek,0
1194,penerimaan driver grab gojek batasan bagus kota ngetem sembarangan menu,2
1195,posenya curiga si abang gojek ganteng bottom,5
1196,dibuang diceraikan suami,5
1197,gojek care mitranyaadakah kaya gojek,0
1198,pergi piknik sekolah tertinggal hutan,1
1199,gua abang gojek mba grab,2
1200,ku semenjak gojek mahal ku langganan sm berpinda,3
1201,kezia oke skarang diet spedaan catet calorie intake,3
1202,temanteman berbohong kesempatan,5
1203,transaksi gosendgk direjek driver infokan,0
1204,cuman doang install app ojol cuman buatgrab grabcarnyagojek gofoodnyauber motornya,0
1205,wanita mengenakan celana samaran budaya malawi,4
1206,maret jam siang jalan kejayaan rt rw krukut taman sari order via gojekgrab tele,5
1207,dianterin suami pesen grab stasiunbang gojek nggak dianterin,0
1208,bermimpi gajah afrika,1
1209,membawa belanja berdiri ular,1
1210,kuamprettttlambeonlen,2
1211,iyaa rin gojek ae ntar,0
1212,gojek bayar,0
1213,memiliki perasaan bertemu gadis kotor segar membuang kekanakkanakan,4
1214,tibatiba kepikiran wonder woman gojek duduk nya nyamping ya,0
1215,menemukan pacar pelacur orang hubungan,4
1216,terbentur mobil,1
1217,barang diterima pembeli urusan langsung pembeli ya memba,2
1218,ku semenjak gojek mahal ku langganan sm berpinda,3
1219,dokter junior menidurkan,4
1220,pesan pakai day service penjualnya bilang pick gojek gima,3
1221,bilang seringtapi dipenuhi,2
1222,personalisasi tampilan aplikasi gojek,3
1223,gojek durmstrang sen tapikan milik gocrys,3
1224,penerimaan driver grab gojek batasan bagus kota ngetem sembarangan menu,2
1225,wa kalah gojek keduluan universal studio,5
1226,memfitnah punggungnya,5
1227,pagi kantor pesen gojek dapet tumben driver bu suudzon ya allah pagi ngerasain kecoa terbang,3
